Date,Open,High,Low,Close,Adj Close,Volume
2010-12-13,11.584643,11.609286,11.464286,11.488214,9.863971,439815600
2010-12-14,11.490357,11.519286,11.392857,11.438929,9.821653,351008000
2010-12-15,11.428571,11.535714,11.399643,11.441429,9.823798,417312000
2010-12-16,11.467500,11.521786,11.432143,11.473214,9.851091,322030800
2010-12-17,11.486786,11.492500,11.436786,11.450357,9.831465,386929200
2010-12-20,11.485714,11.544643,11.365357,11.507500,9.880530,385610400
2010-12-21,11.535714,11.585357,11.501786,11.578571,9.941551,256354000
2010-12-22,11.584286,11.632857,11.555357,11.612857,9.970990,265921600
2010-12-23,11.607143,11.612500,11.541786,11.557143,9.923153,223157200
2010-12-27,11.530357,11.622857,11.482857,11.595714,9.956271,249816000
2010-12-28,11.639643,11.666429,11.609286,11.623929,9.980499,175924000
2010-12-29,11.650714,11.658929,11.610714,11.617500,9.974977,163139200
2010-12-30,11.624286,11.625357,11.537500,11.559286,9.924991,157494400
2010-12-31,11.533929,11.552857,11.475357,11.520000,9.891260,193508000
2011-01-03,11.630000,11.795000,11.601429,11.770357,10.106220,445138400
2011-01-04,11.872857,11.875000,11.719643,11.831786,10.158963,309080800
2011-01-05,11.769643,11.940714,11.767857,11.928571,10.242063,255519600
2011-01-06,11.954286,11.973214,11.889286,11.918929,10.233785,300428800
2011-01-07,11.928214,12.012500,11.853571,12.004286,10.307076,311931200
2011-01-10,12.101071,12.258214,12.041786,12.230357,10.501186,448560000
2011-01-11,12.317143,12.320000,12.123929,12.201429,10.476347,444108000
2011-01-12,12.258929,12.301071,12.214286,12.300714,10.561593,302590400
2011-01-13,12.327143,12.380000,12.280357,12.345714,10.600231,296780400
2011-01-14,12.353214,12.445714,12.301429,12.445714,10.686094,308840000
2011-01-18,11.768571,12.312857,11.642857,12.166071,10.445989,1880998000
2011-01-19,12.441071,12.450000,12.031429,12.101429,10.390487,1135612800
2011-01-20,12.015357,12.082143,11.790000,11.881429,10.201589,764789200
2011-01-21,11.920357,11.960000,11.665357,11.668571,10.018831,754401200
2011-01-24,11.673929,12.051786,11.668571,12.051786,10.347862,574683200
2011-01-25,12.011786,12.194286,11.948929,12.192857,10.468988,546868000
2011-01-26,12.248571,12.342857,12.196429,12.280357,10.544121,506875600
2011-01-27,12.277857,12.310357,12.243929,12.257500,10.524489,285026000
2011-01-28,12.291786,12.300000,11.911786,12.003571,10.306462,592057200
2011-01-31,11.992857,12.144286,11.939286,12.118571,10.405202,377246800
2011-02-01,12.189286,12.344643,12.177857,12.322500,10.580302,426633200
2011-02-02,12.301786,12.330357,12.269643,12.297143,10.558531,258955200
2011-02-03,12.278571,12.294286,12.091071,12.265714,10.531544,393797600
2011-02-04,12.272857,12.382143,12.268214,12.375000,10.625378,321840400
2011-02-07,12.424643,12.616071,12.415714,12.567143,10.790357,485021600
2011-02-08,12.631429,12.697143,12.576786,12.685714,10.892162,381040800
2011-02-09,12.685357,12.821429,12.673929,12.791429,10.982930,482745200
2011-02-10,12.763929,12.857143,12.428571,12.662143,10.871922,928550000
2011-02-11,12.669643,12.778571,12.626429,12.744643,10.942761,367572800
2011-02-14,12.742500,12.838571,12.739643,12.827857,11.014208,310416400
2011-02-15,12.828214,12.856071,12.769643,12.853571,11.036286,284174800
2011-02-16,12.885714,13.032143,12.875000,12.968929,11.135336,481157600
2011-02-17,12.758929,12.866786,12.732857,12.796429,10.987223,530583200
2011-02-18,12.811071,12.839286,12.482857,12.520000,10.749878,816057200
2011-02-22,12.219643,12.335714,12.061429,12.093214,10.383432,872555600
2011-02-23,12.098929,12.308571,12.093214,12.236429,10.506399,671854400
2011-02-24,12.286429,12.326786,12.084643,12.245714,10.514373,499900800
2011-02-25,12.330714,12.443929,12.314286,12.434286,10.676282,380018800
2011-02-28,12.544286,12.680357,12.540000,12.614643,10.831141,403074000
2011-03-01,12.695357,12.704286,12.417143,12.475357,10.711546,456136800
2011-03-02,12.498571,12.655357,12.442857,12.575714,10.797717,602590800
2011-03-03,12.756786,12.849643,12.711429,12.841429,11.025863,500788400
2011-03-04,12.859643,12.867500,12.776786,12.857143,11.039355,453266800
2011-03-07,12.907143,12.916786,12.546786,12.691429,10.897066,546123200
2011-03-08,12.675357,12.764286,12.580357,12.705714,10.909332,356316800
2011-03-09,12.667500,12.670000,12.521429,12.588214,10.808446,453306000
2011-03-10,12.468571,12.491786,12.317857,12.381071,10.630592,507539200
2011-03-11,12.333214,12.582857,12.321429,12.571071,10.793728,471080400
2011-03-14,12.613571,12.731429,12.546786,12.627143,10.841873,435957200
2011-03-15,12.217857,12.422857,12.146429,12.336786,10.592567,721081200
2011-03-16,12.214286,12.250000,11.652143,11.786071,10.119715,1162011200
2011-03-17,12.029643,12.128929,11.809286,11.951429,10.261692,659422400
2011-03-18,12.040357,12.078571,11.785714,11.809643,10.139952,753214000
2011-03-21,11.999643,12.133571,11.973571,12.117857,10.404592,409402000
2011-03-22,12.234286,12.236429,12.112143,12.185714,10.462854,325922800
2011-03-23,12.117143,12.150714,11.998214,12.113929,10.401217,372996400
2011-03-24,12.208929,12.357143,12.102143,12.320357,10.578463,404712000
2011-03-25,12.431071,12.573571,12.393571,12.555000,10.779929,448910000
2011-03-28,12.612500,12.654286,12.515714,12.515714,10.746198,309355200
2011-03-29,12.416429,12.534286,12.359286,12.534286,10.762144,352900800
2011-03-30,12.522857,12.531429,12.408571,12.451071,10.690695,329406000
2011-03-31,12.370000,12.492857,12.359286,12.446786,10.687015,274019200
2011-04-01,12.539643,12.556786,12.260714,12.305714,10.565887,418661600
2011-04-04,12.296786,12.307143,12.085714,12.185357,10.462550,460084800
2011-04-05,12.035357,12.223214,12.000000,12.103214,10.392016,482731200
2011-04-06,12.186429,12.282143,12.040714,12.072857,10.365954,402539200
2011-04-07,12.075000,12.158214,12.001071,12.074286,10.367178,373447200
2011-04-08,12.140000,12.148214,11.926786,11.966429,10.274570,377535200
2011-04-11,11.930714,11.988214,11.786429,11.814286,10.143939,398946800
2011-04-12,11.803214,11.918929,11.792857,11.871429,10.193004,425639200
2011-04-13,11.965000,12.005000,11.875714,12.004643,10.307384,346220000
2011-04-14,11.957143,12.000000,11.859286,11.872143,10.193617,301800800
2011-04-15,11.903571,11.915714,11.671429,11.695000,10.041517,453605600
2011-04-18,11.646429,11.865357,11.434286,11.851786,10.176140,609898800
2011-04-19,11.896429,12.070714,11.846786,12.066429,10.360435,419378400
2011-04-20,12.268214,12.348214,12.196429,12.228929,10.499958,700666400
2011-04-21,12.678571,12.683214,12.447143,12.525000,10.754170,753810400
2011-04-25,12.512143,12.633929,12.510714,12.607500,10.825009,266546000
2011-04-26,12.629286,12.678214,12.476786,12.515000,10.745584,338800000
2011-04-27,12.580000,12.583929,12.396429,12.505357,10.737304,356213200
2011-04-28,12.363929,12.491071,12.340000,12.383929,10.633044,360959200
2011-04-29,12.385000,12.641071,12.381071,12.504643,10.736695,1006345200
2011-05-02,12.490714,12.516786,12.339286,12.367143,10.618631,442713600
2011-05-03,12.428214,12.496071,12.343571,12.435714,10.677508,313348000
2011-05-04,12.437857,12.565357,12.388571,12.484643,10.719519,389250400
2011-05-05,12.442857,12.533929,12.358929,12.383929,10.633044,335969200
2011-05-06,12.488929,12.500000,12.364643,12.380714,10.630286,280134400
2011-05-09,12.423571,12.471429,12.376071,12.414286,10.659108,204747200
2011-05-10,12.460357,12.488929,12.380714,12.480357,10.715840,282091600
2011-05-11,12.465000,12.500000,12.330000,12.401071,10.647762,336000000
2011-05-12,12.361429,12.397143,12.223929,12.377500,10.627523,322000000
2011-05-13,12.345000,12.366071,12.155357,12.160714,10.441388,326116000
2011-05-16,12.114286,12.186429,11.878571,11.903571,10.220602,449775200
2011-05-17,11.857143,12.005000,11.811786,12.005000,10.307689,452334400
2011-05-18,12.016786,12.180357,12.000000,12.138214,10.422072,334776400
2011-05-19,12.217143,12.228929,12.095357,12.161786,10.442309,261170000
2011-05-20,12.127143,12.176786,11.965000,11.972143,10.279479,337968400
2011-05-23,11.784643,11.999286,11.765000,11.942857,10.254333,383600000
2011-05-24,11.982143,11.996429,11.833571,11.863929,10.186566,321927200
2011-05-25,11.908214,12.091429,11.887500,12.027857,10.327314,294224000
2011-05-26,11.998929,12.031786,11.943929,11.964286,10.272734,222560800
2011-05-27,11.957143,12.058214,11.939643,12.050357,10.346637,203599200
2011-05-31,12.182143,12.422500,12.178571,12.422500,10.666163,417754400
2011-06-01,12.459643,12.576071,12.308929,12.339643,10.595019,554682800
2011-06-02,12.375000,12.427857,12.296429,12.360714,10.613111,338783200
2011-06-03,12.256429,12.333214,12.214643,12.265714,10.531544,313250000
2011-06-06,12.346429,12.394643,12.064643,12.072857,10.365954,461941200
2011-06-07,12.077500,12.079286,11.853571,11.858571,10.181964,529785200
2011-06-08,11.849286,11.957143,11.808929,11.865714,10.188099,333723600
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.165100,275088800
2011-06-10,11.805357,11.845000,11.625357,11.639286,9.993683,433955200
2011-06-13,11.685714,11.725357,11.609643,11.664286,10.015147,329473200
2011-06-14,11.785714,11.901786,11.761071,11.872857,10.194227,334569200
2011-06-15,11.776786,11.796429,11.602857,11.669643,10.019747,399196000
2011-06-16,11.675000,11.738571,11.368929,11.612857,9.970990,510591200
2011-06-17,11.749643,11.758929,11.405714,11.437857,9.820731,615020000
2011-06-20,11.334286,11.346429,11.089286,11.261429,9.669247,640645600
2011-06-21,11.310000,11.635714,11.257143,11.617857,9.975284,493382400
2011-06-22,11.612857,11.746429,11.513571,11.521786,9.892791,390583200
2011-06-23,11.390714,11.846071,11.361429,11.829643,10.157126,559759200
2011-06-24,11.834643,11.898214,11.610357,11.655357,10.007481,439807200
2011-06-27,11.699643,11.925000,11.687500,11.858571,10.181964,339813600
2011-06-28,11.916071,12.025000,11.908571,11.973571,10.280704,294299600
2011-06-29,12.001429,12.013214,11.852857,11.930000,10.243296,352545200
2011-06-30,11.953571,12.004643,11.887143,11.988214,10.293277,322954800
2011-07-01,11.998214,12.267857,11.935714,12.259286,10.526024,435313200
2011-07-05,12.250000,12.493929,12.232143,12.479643,10.715222,355054000
2011-07-06,12.462500,12.646429,12.382500,12.562857,10.786672,444626000
2011-07-07,12.666786,12.785714,12.642857,12.757143,10.953490,399663600
2011-07-08,12.619286,12.857143,12.578571,12.846786,11.030463,489633200
2011-07-11,12.726429,12.848929,12.600714,12.642857,10.855362,442674400
2011-07-12,12.626071,12.774286,12.450714,12.633929,10.847699,451609200
2011-07-13,12.797500,12.857143,12.727857,12.786429,10.978640,391638800
2011-07-14,12.893214,12.914643,12.726429,12.777500,10.970972,430533600
